幇	121121124252	12
犎	1211211243112	13
㨍	1211211243112	13
幫	12112112432511252	17
㜂	121121124531	12
奊	121121154	9
㩥	121121211121111534	18
墕	12112121154444	14
㪈	1211212154	10
刲	12112122	8
墳	121121222511134	15
卦	12112124	8
拮	121121251	9
摃	1211212511134	13
鼃	1211212511251211511	19
䵷	1211212511251211511	19
擷	121121251132511134	18
撷	121121251132534	15
䖯	121121251214	12
㨬	1211212513534	13
擡	12112125145154121	17
郌	1211212515215	13
拷	121121315	9
㘼	121121315	9
捇	1211213234	10
𡋽	1211213234	10
擮	12112132411121534	17
堵	12112132511	11
㨋	12112132511	11
䳏	12112132511154444	17
㧯	121121335	9
搘	1211213352511	13
堎	12112134354	11
掕	12112134354	11
㰪	1211213534	10
𢳆	12112141533134	14
撻	121121431112454	15
墶	121121431112454	15
𢴇	12112143112354	14
𡐿	12112143112454	14
撎	121121451251431	15
㙪	121121451251431	15
恚	1211214544	10
擣	12112151211251124	17
壔	12112151211251124	17
邽	12112152	8
劸	12112153	8
㘽	121121534	9
㦳	121121534	9
抾	12112154	8
搕	1211215425221	13
埡	12112155121	11
掗	12112155121	11
坩	12112211	8
拑	12112211	8
挕	121122111	9
攝	121122111122111122111	21
掑	12112211134	11
㙋	12112211134	11
撕	121122111343312	15
堪	121122111345	12
揕	121122111345	12
墈	12112211134553	14
摂	1211221114134	13
揶	12112211152	11
掫	12112211154	11
摄	1211221115454	13
壣	12112211155455453221	20
撶	1211221122112	13
墷	1211221122112	13
擆	12112212132511	14
墸	12112212132511	14
壒	1211221215425221	16
搑	121122122111	12
擛	121122122151234	15
措	12112212511	11
墐	12112212511121	14
㨷	12112212511121	14
攤	1211221251113432411121	22
擹	121122125111343534	18
𢶤	1211221251123235	16
撒	121122125113134	15
撗	12112212512134	14
墴	12112212512134	14
㙢	12112212523434	14
㨺	12112212523434	14
掿	12112213251	11
拱	121122134	9
垬	121122134	9
塨	1211221342444	13
塂	121122134515	12
𢰝	12112213534	11
抴	12112215	8
堞	121122151234	12
揲	121122151234	12
㙧	121122155125121	15
㩅	121122155125121	15
摸	1211222511134	13
塻	1211222511134	13
擖	121122251135345	15
描	12112225121	11
㩰	1211222512512511234	19
壦	12112225125132411121	20
㩲	12112225125132411121	20
𡎘	12112225134	11
㩢	12112225221134534	17
㙹	1211222522145354	16
㨅	1211222534	10
𡓽	12112231254312114444	20
埖	1211223235	10
擭	1211223241112154	16
㘷	12112234	8
搽	121122341234	12
搭	121122341251	12
塔	121122341251	12
㨚	121122352511	12
擏	121122352513134	15
攃	12112235445411234	17
塃	121122415325	12
垭	121122431	9
挜	121122431	9
